dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,21.440522,18.763597,19.528274,4.569064,-6.493506,0.000000,5.013637
0.020000,21.466148,18.677238,19.618356,4.439194,-6.493506,-0.000000,4.988305
0.020000,21.488990,18.592790,19.705842,4.309324,-6.493506,0.000000,4.965011
0.020000,21.509317,18.510373,19.790729,4.179454,-6.493506,0.000000,4.943572
0.020000,21.527373,18.430090,19.873020,4.049584,-6.493506,-0.000000,4.923818
0.020000,21.543381,18.352022,19.952713,3.919714,-6.493506,0.000000,4.905600
0.020000,21.557542,18.276239,20.029808,3.789844,-6.493506,0.000000,4.888782
0.020000,21.570040,18.202798,20.104306,3.659973,-6.493506,-0.000000,4.873240
0.020000,21.581042,18.131745,20.176207,3.530103,-6.493506,0.000000,4.858868
0.020000,21.590698,18.063118,20.245511,3.400233,-6.493506,-0.000000,4.845567
0.020000,21.599145,17.996949,20.312217,3.270363,-6.493506,0.000000,4.833250
0.020000,21.606509,17.933265,20.376325,3.140493,-6.493506,-0.000000,4.821840
0.020000,21.612903,17.872088,20.437836,3.010623,-6.493506,0.000000,4.811267
0.020000,21.618430,17.813434,20.496750,2.880753,-6.493506,-0.000000,4.801469
0.020000,21.623184,17.757319,20.553066,2.750883,-6.493506,0.000000,4.792391
0.020000,21.627251,17.703754,20.606785,2.621012,-6.493506,-0.000000,4.783984
0.020000,21.630709,17.652749,20.657907,2.491142,-6.493506,0.000000,4.776202
0.020000,21.633628,17.604313,20.706431,2.361272,-6.493506,0.000000,4.769005
0.020000,21.636074,17.558452,20.752358,2.231402,-6.493506,-0.000000,4.762359
0.020000,21.638105,17.515170,20.795687,2.101532,-6.493506,0.000000,4.756230
0.020000,21.639775,17.474473,20.836419,1.971662,-6.493506,0.000000,4.750591
0.020000,21.641133,17.436362,20.874554,1.841792,-6.493506,-0.000000,4.745416
0.020000,21.642222,17.400842,20.910091,1.711922,-6.493506,0.000000,4.740680
0.020000,21.643082,17.367914,20.943030,1.582051,-6.493506,0.000000,4.736366
0.020000,21.643750,17.337579,20.973373,1.452181,-6.493506,0.000000,4.732452
0.020000,21.644258,17.309839,21.001118,1.322311,-6.493506,0.000000,4.728925
0.020000,21.644634,17.284693,21.026265,1.192441,-6.493506,0.000000,4.725768
0.020000,21.644904,17.262145,21.048815,1.062571,-6.493506,-0.000000,4.722970
0.020000,21.645091,17.242193,21.068768,0.932701,-6.493506,0.000000,4.720519
0.020000,21.645213,17.224838,21.086123,0.802831,-6.493506,0.000000,4.718407
0.020000,21.645289,17.210081,21.100881,0.672961,-6.493506,0.000000,4.716624
0.020000,21.645332,17.197920,21.113042,0.543090,-6.493506,0.000000,4.715164
0.020000,21.645353,17.188357,21.122605,0.413220,-6.493506,0.000000,4.714022
0.020000,21.645361,17.181391,21.129571,0.283350,-6.493506,-0.000000,4.713194
0.020000,21.645363,17.177023,21.133939,0.153480,-6.493506,0.000000,4.712676
0.020000,21.645364,17.175045,21.135916,0.044272,-5.460376,51.656516,4.712441
0.020000,21.645364,17.174602,21.136359,0.000000,-2.213623,162.337662,4.712389
0.020000,21.645364,17.174602,21.136359,0.000000,0.000000,110.681146,4.712389
